pxd	data_file	category	field	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	micro_precision	micro_recall	micro_f1
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Biological	characteristics[organism part]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[cleavage agent details]	0	2	0	0	2	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[fragment mass tolerance]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[modification parameters]	0	5	0	0	5	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	ExperimentalDesign	comment[technical replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_4_01.raw	ExperimentalDesign	factor value[experimental design]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[age]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[cell line]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[cell type]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[cellosaurus accession]	0	0	0	0	0	NA	NA	NA
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[disease]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[organism part]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[cleavage agent details]	0	2	0	0	2	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[fragment mass tolerance]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[modification parameters]	0	5	0	0	5	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	ExperimentalDesign	comment[technical replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_1_01.raw	ExperimentalDesign	factor value[experimental design]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[age]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[cell line]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[cell type]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[cellosaurus accession]	0	0	0	0	0	NA	NA	NA
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[disease]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[organism part]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[cleavage agent details]	0	2	0	0	2	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[fragment mass tolerance]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[modification parameters]	0	5	0	0	5	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	ExperimentalDesign	comment[technical replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_2_01.raw	ExperimentalDesign	factor value[experimental design]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[age]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[cell line]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[cell type]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[cellosaurus accession]	0	0	0	0	0	NA	NA	NA
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[disease]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[organism part]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[cleavage agent details]	0	2	0	0	2	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[fragment mass tolerance]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[modification parameters]	0	5	0	0	5	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	ExperimentalDesign	comment[technical replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150616_QE7_UPLC10_RJC_COLLAB_CFR_UOp1_3_01.raw	ExperimentalDesign	factor value[experimental design]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[age]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[cell line]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[cell type]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[cellosaurus accession]	0	0	0	0	0	NA	NA	NA
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[disease]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[organism part]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[cleavage agent details]	0	2	0	0	2	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[fragment mass tolerance]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[modification parameters]	0	5	0	0	5	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	ExperimentalDesign	comment[technical replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_1_01.raw	ExperimentalDesign	factor value[experimental design]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[age]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[cell line]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[cell type]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[cellosaurus accession]	0	0	0	0	0	NA	NA	NA
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[disease]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[organism part]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[cleavage agent details]	0	2	0	0	2	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[fragment mass tolerance]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[modification parameters]	0	5	0	0	5	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	comment[proteomics data acquisition method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	ExperimentalDesign	comment[technical replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	ExperimentalDesign	factor value[experimental design]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[age]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[cell line]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[cell type]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[cellosaurus accession]	0	0	0	0	0	NA	NA	NA
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[disease]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[organism part]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[cleavage agent details]	0	2	0	0	2	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[fragment mass tolerance]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[modification parameters]	0	5	0	0	5	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	comment[proteomics data acquisition method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	ExperimentalDesign	comment[technical replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	ExperimentalDesign	factor value[experimental design]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p2_1_01.raw	Biological	characteristics[age]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p2_1_01.raw	Biological	characteristics[cell line]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p2_1_01.raw	Biological	characteristics[cell type]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD003531	20150619_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p2_1_01.raw	Biological	characteristics[cellosaurus accession]	0	0	0	0	0	NA	NA	NA
