source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD011799-Sample-360	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-361	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-362	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-363	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-364	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-365	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-366	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-367	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-368	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-369	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-370	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_TiO2_Fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-371	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-372	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-373	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-374	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-375	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-376	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-377	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-378	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-379	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-380	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-381	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-382	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-383	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-384	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-385	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-386	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
